City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
243,omsukchan,100,RU,1651347468,95,62.5333,155.8,18.46,1.74
244,gimli,100,CA,1651347468,100,50.6336,-96.9907,35.62,19.57
245,jining,66,CN,1651347469,36,35.405,116.5814,46.02,6.98
246,samarai,61,PG,1651347469,79,-10.6167,150.6667,79.77,5.84
247,aden,100,YE,1651347333,77,12.7794,45.0367,83.8,9.01
248,sao filipe,83,CV,1651347470,75,14.8961,-24.4956,72.34,8.41
249,norashen,65,AM,1651347470,59,39.9996,44.5895,63.93,6.11
250,vanimo,97,PG,1651347471,86,-2.6741,141.3028,76.73,3.36
251,payo,87,ID,1651347471,98,-3.7508,103.6372,72.57,1.43
252,pochutla,4,MX,1651347382,41,15.7432,-96.4661,88.83,9.84
253,palmer,40,US,1651347472,25,42.1584,-72.3287,63.77,16.11
254,nikel,90,RU,1651347472,85,69.4128,30.222,26.78,5.23
255,chapleau,75,CA,1651347473,16,47.8405,-83.4034,60.89,6.91
256,san jose,20,US,1651347300,55,37.3394,-121.895,74.84,13.8
257,tual,99,ID,1651347473,74,-5.6667,132.75,83.73,15.55
258,acaponeta,62,MX,1651347474,17,22.4964,-105.3594,97.72,11.23
259,kloulklubed,96,PW,1651347474,74,7.0419,134.2556,82.35,4.68
260,salvador,90,SV,1651347363,48,13.8333,-88.9167,81.05,4.61
261,montevideo,0,UY,1651347475,65,-34.8335,-56.1674,58.82,6.91
262,atar,5,MR,1651347476,9,20.5169,-13.0499,86.92,7.65
263,cockburn town,40,TC,1651347476,57,21.4612,-71.1419,82.36,17.27
264,henties bay,0,NA,1651347477,81,-22.116,14.2845,59.36,6.67
265,chebarkul,100,RU,1651347477,61,54.9749,60.3633,38.95,4.59
266,saint anthony,100,US,1651347477,92,45.0205,-93.218,52.05,16.11
267,nome,20,US,1651347478,49,64.5011,-165.4064,46.47,9.22
268,sitka,20,US,1651347478,66,57.0531,-135.33,49.89,5.75
269,sieradz,96,PL,1651347479,55,51.5958,18.7302,55.85,7.78
270,zhigansk,100,RU,1651347212,97,66.7697,123.3711,30.81,31.97
271,inuvik,40,CA,1651347393,44,68.3499,-133.7218,49.06,5.75
272,necochea,8,AR,1651347480,43,-38.5473,-58.7368,57.31,7.74
273,ranong,38,TH,1651347480,86,9.9658,98.6348,79.39,2.48
274,palana,15,RU,1651347481,75,59.1167,159.9667,27.3,2.64
275,grants pass,75,US,1651347307,62,42.439,-123.3284,62.11,6.91
276,veracruz,75,MX,1651347383,39,19.3333,-96.6667,92.88,8.37
277,berbera,80,SO,1651347481,74,10.4396,45.0143,85.6,7.61
278,yaan,100,NG,1651347482,55,7.3833,8.5667,85.71,8.81
279,korla,5,CN,1651347483,29,41.7597,86.1469,58.51,3.67
280,barabinsk,100,RU,1651347483,67,55.3571,78.357,47.71,15.01
281,isangel,100,VU,1651347250,90,-19.55,169.2667,78.58,9.82
282,mwene-ditu,100,CD,1651347484,95,-7.0,23.45,66.67,2.62
283,berlevag,94,NO,1651347484,74,70.8578,29.0864,28.4,14.56
284,sibolga,98,ID,1651347485,89,1.7427,98.7792,77.34,3.06
285,banjarmasin,96,ID,1651347486,96,-3.3244,114.591,75.34,3.33
286,lang son,100,VN,1651347486,93,21.8333,106.7333,66.2,8.72
287,esperance,0,AU,1651347487,69,-33.8667,121.9,55.24,6.64
288,kashan,100,IR,1651347487,36,33.9831,51.4364,74.19,2.04
289,flinders,0,AU,1651347458,78,-34.5833,150.8552,54.68,3.0
290,rio gallegos,0,AR,1651347488,49,-51.6226,-69.2181,48.25,2.3
291,villazon,1,BO,1651347489,9,-22.0866,-65.5942,69.66,5.5
292,ambilobe,17,MG,1651347489,95,-13.2,49.05,73.27,2.95
293,bengkulu,86,ID,1651347350,88,-3.8004,102.2655,76.19,5.19
294,oranjestad,20,AW,1651347490,74,12.524,-70.027,85.95,24.16
295,faya,17,SA,1651347490,36,18.3851,42.4509,66.31,11.9
296,rakiv lis,91,UA,1651347491,78,51.6217,24.9243,46.13,3.96
297,tacuarembo,100,UY,1651347446,71,-31.7333,-55.9833,56.62,4.61
298,shepsi,38,RU,1651347492,92,44.0361,39.1489,56.98,3.91
299,sao joao da barra,12,BR,1651347492,79,-21.6403,-41.0511,77.09,11.07
300,taicheng,0,CN,1651347493,25,38.731,113.228,41.7,4.61
301,lerwick,100,GB,1651347493,76,60.1545,-1.1494,44.6,14.45
302,akdepe,100,TM,1651347494,56,42.0551,59.3788,68.09,8.5
303,victoria,100,HK,1651347462,88,22.2855,114.1577,77.32,15.01
304,sibu,40,MY,1651347494,88,2.3,111.8167,77.31,2.3
305,groningen,10,NL,1651347495,77,53.25,6.75,47.14,4.61
306,lesnoye,52,RU,1651347496,68,58.2841,35.5158,30.67,3.98
307,kushnarenkovo,42,RU,1651347496,51,55.105,55.3508,42.4,4.47
308,san ignacio,75,BZ,1651347497,52,17.1561,-89.0714,93.34,4.61
309,broome,0,US,1651347497,27,42.2506,-75.833,62.19,14.97
310,lasa,98,IT,1651347498,96,46.6166,10.7002,49.08,3.36
311,quatre cocos,41,MU,1651347498,80,-20.2078,57.7625,77.11,11.1
312,ketchikan,0,US,1651347499,58,55.3422,-131.6461,52.27,10.36
313,vardo,90,NO,1651347499,65,70.3705,31.1107,28.09,16.82
314,isugod,100,PH,1651347500,85,9.3408,118.1196,78.85,3.76
315,capinzal,98,BR,1651347500,99,-27.3436,-51.6119,66.87,0.81
316,torbay,100,CA,1651347501,95,47.6666,-52.7314,44.76,3.44
317,macusani,45,PE,1651347501,62,-14.0833,-70.4333,47.98,6.13
318,constitucion,2,CL,1651347502,52,-35.3333,-72.4167,60.21,15.05
319,varzea da palma,0,BR,1651347502,29,-17.5981,-44.7308,84.76,5.97
320,prado,32,BR,1651347503,81,-17.3411,-39.2208,75.87,7.27
321,krasnoselkup,99,RU,1651347452,95,65.7,82.4667,19.6,14.2
322,hofn,16,IS,1651347504,83,64.2539,-15.2082,47.44,9.48
323,naze,100,JP,1651347504,75,28.3667,129.4833,63.52,12.93
324,pudozh,100,RU,1651347504,97,61.8099,36.5345,31.55,7.43
325,sehore,3,IN,1651347505,22,23.2,77.0833,89.38,11.43
326,kralendijk,40,BQ,1651347505,74,12.15,-68.2667,85.98,19.57
327,alindao,100,CF,1651347506,95,5.0267,21.2088,72.25,5.37
328,wanganui,50,NZ,1651347506,79,-39.9333,175.05,53.6,3.0
329,chulym,100,RU,1651347507,77,55.0997,80.9572,49.87,15.99
330,lagoa,0,PT,1651347507,87,39.05,-27.9833,60.98,10.51
331,araouane,0,ML,1651347508,8,18.9048,-3.5265,87.13,9.73
332,mahebourg,40,MU,1651347352,83,-20.4081,57.7,77.29,6.91
333,laguna,0,US,1651347508,38,38.421,-121.4238,81.14,5.75
334,mizan teferi,99,ET,1651347509,97,6.9833,35.5833,60.21,3.31
335,sur,90,OM,1651347297,53,22.5667,59.5289,88.83,3.67
336,hohhot,0,CN,1651347337,37,40.8106,111.6522,32.29,4.47
337,kruisfontein,7,ZA,1651347510,86,-34.0033,24.7314,55.89,6.93
338,mount gambier,100,AU,1651347510,100,-37.8333,140.7667,55.31,9.22
339,port macquarie,7,AU,1651347510,88,-31.4333,152.9167,57.88,8.97
340,dudinka,100,RU,1651347480,93,69.4058,86.1778,18.63,15.82
341,constantine,40,DZ,1651347511,50,36.365,6.6147,53.01,4.61
342,khandyga,63,RU,1651347512,96,62.6667,135.6,20.14,3.33
343,sao felix do xingu,81,BR,1651347512,86,-6.6447,-51.995,79.9,2.42
344,havre-saint-pierre,100,CA,1651347513,87,50.2334,-63.5986,37.76,14.97
345,port moresby,40,PG,1651347513,94,-9.4431,147.1797,74.62,2.3
346,hun,71,LY,1651347513,14,29.1268,15.9477,82.98,22.28
347,dubinino,100,RU,1651347514,44,55.6192,89.0911,58.39,5.91
348,vila franca do campo,16,PT,1651347515,80,37.7167,-25.4333,64.81,4.09
349,zyryanka,100,RU,1651347515,92,65.75,150.85,15.96,4.88
350,tambovka,100,RU,1651347515,76,50.0969,128.0489,38.41,6.78
351,lethem,91,GY,1651347516,51,3.3803,-59.7968,88.11,8.86
352,karoi,0,ZW,1651347516,46,-16.8099,29.6925,58.96,2.73
353,jaque,92,PA,1651347517,77,7.5175,-78.1703,82.94,6.06
354,adrar,0,MR,1651347517,10,20.5022,-10.0711,83.26,7.67
355,traverse city,100,US,1651347518,17,44.7631,-85.6206,64.51,11.5
356,ahipara,9,NZ,1651347518,87,-35.1667,173.1667,58.68,6.42
357,boa vista,40,BR,1651347519,62,2.8197,-60.6733,85.98,11.5
358,morehead,75,US,1651347224,57,37.2711,-87.1764,81.79,17.27
359,shenjiamen,100,CN,1651347380,81,29.9576,122.298,55.53,16.44
360,mayo,0,US,1651347369,30,38.8876,-76.5119,72.21,5.01
361,ipojuca,100,BR,1651347520,75,-8.3989,-35.0639,82.31,7.63
362,maxixe,3,MZ,1651347520,86,-23.8597,35.3472,68.23,5.82
363,coihaique,75,CL,1651347521,71,-45.5752,-72.0662,52.41,8.05
364,palestine,0,PS,1651347521,77,31.9216,35.2033,58.95,14.92
365,cherskiy,80,RU,1651347279,93,68.75,161.3,9.81,4.63
366,bac lieu,100,VN,1651347522,80,9.285,105.7244,81.3,6.96
367,ancud,100,CL,1651347522,80,-41.8697,-73.8203,52.0,6.89
368,telma,95,RU,1651347523,72,52.6983,103.7097,49.3,1.9
369,puerto escondido,40,MX,1651347523,66,15.85,-97.0667,86.83,3.44
370,iberia,20,US,1651347524,51,29.9502,-91.7507,86.05,10.36
371,kupang,9,ID,1651347274,86,-10.1667,123.5833,77.27,6.58
372,verkh-suetka,97,RU,1651347524,37,53.3,80.05,59.67,5.21
373,port hedland,66,AU,1651347525,64,-20.3167,118.5667,73.45,6.91
374,grand gaube,3,MU,1651347525,80,-20.0064,57.6608,77.4,1.99
375,meteti,100,PA,1651347526,82,8.4983,-77.9786,83.17,4.72
376,carndonagh,100,IE,1651347526,95,55.25,-7.2667,51.55,15.99
377,itaituba,40,BR,1651347340,66,-4.2761,-55.9836,89.76,8.05
378,komsomolskiy,49,UZ,1651347527,56,40.4272,71.7189,70.52,4.61
379,kadaya,100,RU,1651347527,37,50.9327,119.2911,32.18,1.03
380,pereslavl-zalesskiy,2,RU,1651347528,72,56.7393,38.8563,30.6,3.87
381,impfondo,12,CG,1651347528,68,1.6381,18.0667,75.78,1.79
382,neropolis,50,BR,1651347471,38,-16.4064,-49.2186,86.88,4.32
383,fonte boa,45,BR,1651347529,76,-2.4959,-66.2662,82.13,3.04
384,payson,10,US,1651347529,28,40.0444,-111.7321,64.09,5.99
385,harboore,98,DK,1651347530,72,56.6175,8.1807,44.19,4.7
386,letychiv,12,UA,1651347530,70,49.3826,27.6305,44.73,4.09
387,mareeba,75,AU,1651347531,93,-17.0,145.4333,68.72,1.72
388,clyde river,100,CA,1651347531,86,70.4692,-68.5914,16.03,8.05
389,mandera,94,KE,1651347532,64,3.9366,41.867,83.64,8.79
390,nantucket,0,US,1651347276,50,41.2835,-70.0995,55.54,12.66
391,tucuman,100,AR,1651347533,72,-26.8241,-65.2226,62.6,5.75
392,la paz,40,BO,1651347533,29,-16.5,-68.15,64.38,6.91
393,porto novo,85,BJ,1651347533,78,6.4965,2.6036,82.22,6.53
394,gizycko,70,PL,1651347401,73,54.0381,21.7644,43.34,7.78
395,caravelas,2,BR,1651347534,74,-17.7125,-39.2481,76.86,4.72
396,brazzaville,85,CG,1651347535,82,-4.2658,15.2832,76.14,1.77
397,sorland,25,NO,1651347535,64,67.667,12.6934,37.27,7.56
398,ivdel,84,RU,1651347536,82,60.6911,60.4206,30.11,5.3
399,olcea,33,RO,1651347536,77,46.6833,21.9833,58.62,4.21
400,port-gentil,20,GA,1651347537,83,-0.7193,8.7815,80.56,2.3
401,alghero,0,IT,1651347537,88,40.5589,8.3181,59.09,3.44
402,puerto leguizamo,100,CO,1651347537,95,-0.1934,-74.7819,74.28,1.5
403,daru,100,PG,1651347538,87,-9.0763,143.2092,79.86,17.22
404,petauke,77,ZM,1651347538,70,-14.2426,31.3253,64.22,4.36
405,agirish,65,RU,1651347539,73,61.9247,63.0231,31.41,9.04
406,wana,0,PK,1651347539,22,32.2989,69.5725,76.77,6.29
407,zhireken,100,RU,1651347540,58,52.8249,117.3076,36.19,2.62
408,coquimbo,20,CL,1651347271,77,-29.9533,-71.3436,58.73,12.66
409,rio grande,4,BR,1651347257,66,-32.035,-52.0986,66.31,9.1
410,collie,0,AU,1651347541,96,-33.3667,116.15,49.05,3.06
411,aklavik,75,CA,1651347541,53,68.2191,-135.0107,44.6,8.05
412,urumqi,0,CN,1651347336,12,43.801,87.6005,67.15,31.32
413,huarmey,68,PE,1651347543,74,-10.0681,-78.1522,72.37,11.63
414,fukue,100,JP,1651347300,71,32.6881,128.8419,59.76,17.69
415,shaoguan,100,CN,1651347544,96,24.8,113.5833,59.76,2.84
416,kihei,40,US,1651347535,74,20.785,-156.4656,78.82,16.11
417,kapit,100,MY,1651347544,98,2.0167,112.9333,75.15,0.94
418,ottawa,0,CA,1651347384,22,45.4112,-75.6981,62.98,12.66
419,dunedin,100,NZ,1651347444,83,-45.8742,170.5036,54.81,1.99
420,pangody,100,RU,1651347546,96,65.85,74.4859,21.74,4.74
421,kostomuksha,87,RU,1651347546,94,64.571,30.5767,23.83,2.93
422,port blair,61,IN,1651347360,72,11.6667,92.75,82.74,3.15
423,boddam,100,GB,1651347547,94,57.4667,-1.7833,46.78,17.69
424,yarim,87,YE,1651347547,54,14.298,44.3779,61.48,4.79
425,svetlyy,100,RU,1651347305,70,54.675,20.1347,48.25,8.41
426,cap-aux-meules,100,CA,1651347548,93,47.3821,-61.8597,35.65,24.16
427,norman wells,0,CA,1651347549,53,65.282,-126.8329,44.64,11.5
428,nanortalik,98,GL,1651347549,84,60.1432,-45.2371,38.01,1.14
429,herat,100,AF,1651347512,22,34.5,62.0,78.39,6.87
430,gerash,0,IR,1651347550,45,27.6652,54.1371,73.54,6.11
431,bassano,57,CA,1651347550,29,50.7834,-112.4685,58.23,14.65
432,touros,15,BR,1651347265,71,-5.1989,-35.4608,80.98,15.46
433,acari,77,PE,1651347551,59,-15.4311,-74.6158,77.0,8.97
434,dire,65,ML,1651347552,44,12.2833,-10.9667,87.1,4.07
435,erie,100,US,1651347541,29,42.7667,-78.6664,61.79,4.0
436,palencia,100,ES,1651347552,68,42.4167,-4.5,53.49,9.35
437,luang prabang,99,LA,1651347424,97,19.8856,102.1347,72.99,1.34
438,san quintin,62,MX,1651347289,62,30.4833,-115.95,67.35,13.87
439,zhangjiakou,4,CN,1651347553,26,40.81,114.8794,46.92,8.28
440,ahuimanu,75,US,1651347554,74,21.4447,-157.8378,77.2,13.8
441,gao,47,ML,1651347554,10,16.6362,1.637,91.71,8.03
442,waingapu,87,ID,1651347555,86,-9.6567,120.2641,77.74,5.57
443,myaundzha,100,RU,1651347555,93,63.0494,147.1858,26.47,0.76
444,souillac,40,MU,1651347556,83,-20.5167,57.5167,77.38,6.91
445,westport,0,US,1651347293,29,41.1415,-73.3579,66.27,14.97
446,bowen,5,AU,1651347557,90,-20.0167,148.2333,69.93,9.93
447,tautira,58,PF,1651347269,75,-17.7333,-149.15,79.92,14.34
448,vao,98,NC,1651347305,83,-22.6667,167.4833,75.13,23.38
449,riachao,98,BR,1651347558,64,-7.3619,-46.6172,81.23,4.09
450,iisaku,67,EE,1651347558,72,59.1014,27.3081,35.31,3.36
451,nova prata,100,BR,1651347559,99,-28.7839,-51.61,63.28,1.32
452,umarkot,0,PK,1651347559,47,25.3616,69.7362,87.84,17.6
453,letlhakeng,49,BW,1651347560,47,-24.0944,25.0298,65.39,6.49
454,pirenopolis,54,BR,1651347560,31,-15.8525,-48.9592,82.89,6.11
455,camacha,20,PT,1651347561,77,33.0833,-16.3333,62.02,16.11
456,la ronge,100,CA,1651347561,75,55.1001,-105.2842,39.45,8.05
457,ivanovka,5,KG,1651347561,49,42.8878,75.085,64.29,3.96
458,itarema,11,BR,1651347562,86,-2.9248,-39.9167,80.33,8.21
459,paamiut,77,GL,1651347563,93,61.994,-49.6678,33.01,14.52
460,masvingo,0,ZW,1651347563,53,-20.0637,30.8277,62.2,3.44
461,sinnamary,46,GF,1651347564,72,5.3833,-52.95,82.27,9.33
462,the valley,75,AI,1651347564,89,18.217,-63.0578,81.82,8.05
463,cayenne,40,GF,1651347437,31,4.9333,-52.3333,86.04,11.5
464,lastoursville,70,GA,1651347565,88,-0.8143,12.7287,74.95,2.55
465,kununurra,40,AU,1651347565,89,-15.7667,128.7333,80.58,5.75
466,paraiso,100,CR,1651347566,83,9.8383,-83.8656,74.88,2.15
467,qasigiannguit,2,GL,1651347566,75,68.8193,-51.1922,25.05,7.54
468,puerto madero,75,MX,1651347566,70,14.7208,-92.4215,88.0,6.91
469,andenes,75,NO,1651347567,86,69.3143,16.1194,31.98,11.5
470,verkhnevilyuysk,100,RU,1651347567,97,63.4453,120.3167,36.54,7.07
471,lagos,49,NG,1651347286,84,6.5833,3.75,82.72,4.94
472,carutapera,34,BR,1651347568,91,-1.195,-46.02,78.31,5.88
473,kyenjojo,100,UG,1651347569,97,0.6328,30.6214,61.88,1.7
474,kalakamati,45,BW,1651347569,39,-20.5929,27.3121,66.79,3.67
475,benguela,99,AO,1651347569,87,-12.5763,13.4055,77.41,3.85
476,cape canaveral,40,US,1651347570,66,28.4058,-80.6048,83.07,12.66
477,batticaloa,50,LK,1651347570,80,7.7102,81.6924,82.11,5.28
478,ciudad real,82,ES,1651347571,63,39.0,-4.0,67.14,4.34
479,jurm,0,AF,1651347436,53,36.8648,70.8342,65.84,2.26
480,binzhou,15,CN,1651347572,22,37.3667,118.0167,51.66,14.36
481,platonovka,17,RU,1651347572,64,52.7106,41.952,38.19,7.16
482,nyaunglebin,100,MM,1651347572,87,17.95,96.7333,76.82,1.36
483,yangjiang,99,CN,1651347573,91,21.85,111.9667,74.26,5.95
484,ogaminana,84,NG,1651347573,71,7.5946,6.2248,80.78,10.51
485,esmeraldas,93,BR,1651347574,48,-19.7625,-44.3139,86.11,5.86
486,chokurdakh,31,RU,1651347574,94,70.6333,147.9167,12.56,7.94
487,beidao,100,CN,1651347575,47,34.5686,105.8933,45.9,0.56
488,pasighat,99,IN,1651347575,72,28.0667,95.3333,71.01,2.33
489,mantua,80,IT,1651347576,60,45.1667,10.7833,65.35,2.15
490,parabel,100,RU,1651347576,77,58.6978,81.4825,30.83,8.7
491,bystryy istok,34,RU,1651347577,48,52.371,84.3873,57.72,5.66
492,padang,99,ID,1651347577,90,-0.9492,100.3543,77.34,4.59
493,havelock,75,US,1651347578,65,34.8791,-76.9013,75.18,5.75
494,saint-gaudens,100,FR,1651347578,94,43.0833,0.6667,56.01,3.71
495,temirtau,29,KZ,1651347579,36,50.0544,72.9483,64.08,5.46
496,kamenka,24,RU,1651347579,74,51.3223,42.7678,43.36,8.9
497,zaysan,91,KZ,1651347391,22,47.4667,84.8667,56.61,7.2
498,ironton,75,US,1651347580,100,38.5368,-82.6829,63.81,3.44
499,mabaruma,98,GY,1651347290,62,8.2,-59.7833,85.03,8.63
500,kelo,88,TD,1651347580,33,9.3086,15.8066,92.23,1.19
501,bilibino,67,RU,1651347483,93,68.0546,166.4372,7.38,2.51
502,sao geraldo do araguaia,99,BR,1651347581,84,-6.4006,-48.555,80.76,2.46
503,bollnas,97,SE,1651347582,69,61.3482,16.3946,39.51,4.25
504,bluefield,100,US,1651347346,83,37.2698,-81.2223,65.5,8.01
505,santa rosalia,36,MX,1651347582,32,27.3167,-112.2833,74.82,7.45
506,tocopilla,27,CL,1651347583,71,-22.092,-70.1979,68.7,7.85
507,darhan,70,MN,1651347583,46,49.4867,105.9228,49.84,4.29
508,maunabo,100,PR,1651347584,92,18.0072,-65.8993,78.64,6.46
509,faanui,9,PF,1651347584,72,-16.4833,-151.75,81.3,15.73
510,perevolotskiy,3,RU,1651347585,59,51.8763,54.1938,44.83,5.03
511,waipawa,65,NZ,1651347585,82,-41.4122,175.5153,48.94,8.41
512,rawson,60,AR,1651347586,46,-43.3002,-65.1023,58.32,21.72
513,muromtsevo,100,RU,1651347586,55,56.3724,75.2418,42.49,10.4
514,dong hoi,100,VN,1651347587,96,17.4833,106.6,75.34,0.54
515,labuhan,100,ID,1651347587,89,-6.8844,112.2051,79.23,8.5
516,puerto rico,86,AR,1651347587,96,-26.796,-55.024,73.62,2.59
517,puerto cabezas,40,NI,1651347588,79,14.0351,-83.3888,85.96,9.22
518,brownsville,100,US,1651347588,68,25.9018,-97.4975,88.09,17.27
